,# YTID,start_seconds,end_seconds,positive_labels
887826,JynIrQhHe6E,260.0,270.0,/m/0l14j_
887926,Jz-_6zmnucI,80.0,90.0,/m/0l14j_
888077,JzJBbV8MI28,50.0,60.0,/m/0l14j_
888211,JzXpGaIQt8U,260.0,270.0,/m/0l14j_
888519,K-C2KjIOoU0,190.0,200.0,/m/0l14j_
888641,K-U00KcapJQ,30.0,40.0,/m/0l14j_
888702,K-eK29FVk70,170.0,180.0,/m/0l14j_
888807,K-sJEI9xEpI,110.0,120.0,/m/0l14j_
889167,K0dr9dyzS3w,160.0,170.0,/m/0l14j_
889553,K1S4h9MADlY,30.0,40.0,/m/0l14j_
889601,K1Y8qklS4rk,70.0,80.0,/m/0l14j_
889947,K2GO2S434bk,30.0,40.0,/m/0l14j_
890724,K3tTYj8TbHs,30.0,40.0,/m/0l14j_
892032,K6VskKAkbes,30.0,40.0,/m/0l14j_
892104,K6evqtIv-m4,0.0,10.0,/m/0l14j_
892387,K7HMqfRXhFo,90.0,100.0,/m/0l14j_
892778,K86cP9rp3zc,0.0,10.0,/m/0l14j_
892834,K8EgIFqic4g,30.0,40.0,/m/0l14j_
895078,KCtIuBgM90o,240.0,250.0,/m/0l14j_
895127,KCz-QYDJlWc,30.0,40.0,/m/0l14j_
895405,KDXOFcKJQTo,30.0,40.0,/m/0l14j_
895746,KEEI1sh4BIs,60.0,70.0,/m/0l14j_
896216,KFG0z6U4X7E,30.0,40.0,/m/0l14j_
896387,KFb2Ry8gg8s,40.0,50.0,/m/0l14j_
896939,KGo3z_ZFpHM,90.0,100.0,/m/0l14j_
897495,KHwfEKZogI0,90.0,100.0,/m/0l14j_
897601,KI8mXl3xNN0,30.0,40.0,/m/0l14j_
898433,KJmtjJoqAvI,290.0,300.0,/m/0l14j_
898515,KJz5cyDkcSk,100.0,110.0,/m/0l14j_
898582,KK8NkZkwND4,10.0,20.0,/m/0l14j_
898646,KKIdbEeALr0,30.0,40.0,/m/0l14j_
899049,KL705ZPyOmA,30.0,40.0,/m/0l14j_
899296,KLdBNxNVqGc,0.0,10.0,/m/0l14j_
899322,KLge3maZPHI,100.0,110.0,/m/0l14j_
899699,KMVUKEvJPRc,70.0,80.0,/m/0l14j_
900535,KOH9Q1F_3oA,40.0,50.0,/m/0l14j_
900567,KOLcmPZzAJ8,30.0,40.0,/m/0l14j_
900570,KOM-5W-m35A,150.0,160.0,/m/0l14j_
900592,KOOZFIYI9xE,10.0,20.0,/m/0l14j_
902020,KROuFkirMq0,30.0,40.0,/m/0l14j_
902225,KRnt14cYGUI,160.0,170.0,/m/0l14j_
902238,KRpKhZB38ns,30.0,40.0,/m/0l14j_
904505,KWVVe5YWI1o,220.0,230.0,/m/0l14j_
904611,KWiD_YaAKdA,30.0,40.0,/m/0l14j_
905087,KXkO4d7MqJg,80.0,90.0,/m/0l14j_
905514,KYd1qVw8MbA,80.0,90.0,/m/0l14j_
905756,KZB4gE7SUI4,40.0,50.0,/m/0l14j_
905974,KZb5wY2_88k,60.0,70.0,/m/0l14j_
906332,K_GfZ1IdpBY,30.0,40.0,/m/0l14j_
906370,K_LM_EQCfH4,40.0,50.0,/m/0l14j_
906416,K_R4PBUBKpU,300.0,310.0,/m/0l14j_
906579,K_m5gQ1SapM,30.0,40.0,/m/0l14j_
907385,KbNrHTcrOZM,210.0,220.0,/m/0l14j_
907647,Kc-glvtplM4,10.0,20.0,/m/0l14j_
907800,KcI7yqeJRV4,30.0,40.0,/m/0l14j_
908042,KclJtYFawyw,40.0,50.0,/m/0l14j_
908423,KdXAfNhbh4I,30.0,40.0,/m/0l14j_
908439,KdZ0bz2gA2o,30.0,40.0,/m/0l14j_
908622,KdyRhXsHMDY,20.0,30.0,/m/0l14j_
909382,KfZg57hsjCA,10.0,20.0,/m/0l14j_
909793,KgWO7_d4WcY,0.0,10.0,/m/0l14j_
909832,Kg_TMfJhBV0,30.0,40.0,/m/0l14j_
909907,Kgj8uJ4Ww8E,30.0,40.0,/m/0l14j_
909945,KgnFvA75-JU,560.0,570.0,/m/0l14j_
910604,KiCVm_awkSA,30.0,40.0,/m/0l14j_
911891,KkvxEWr3lN0,0.0,10.0,/m/0l14j_
912251,KlaMxM_viFk,30.0,40.0,/m/0l14j_
912906,Kmx9_itvv6M,130.0,140.0,/m/0l14j_
912911,KmxzmeyN0uU,200.0,210.0,/m/0l14j_
913070,KnEkN0AJ2Vg,340.0,350.0,/m/0l14j_
913887,KovJYGhWl4g,120.0,130.0,/m/0l14j_
914004,Kp9Fcg6aW1A,50.0,60.0,/m/0l14j_
914607,KqR0EQ_lj7s,120.0,130.0,/m/0l14j_
914901,Kr17uB8o_Ak,30.0,40.0,/m/0l14j_
916170,KtoTIRhSdwQ,400.0,410.0,/m/0l14j_
917262,Kw6deGzmRqQ,16.0,26.0,/m/0l14j_
917579,Kwh-dSSnTQc,30.0,40.0,/m/0l14j_
918194,Ky0Sz4BddX4,20.0,30.0,/m/0l14j_
918329,KyHMIwIAAdI,210.0,220.0,/m/0l14j_
918433,KyTKzYXURtU,30.0,40.0,/m/0l14j_
918435,KyTdF4onVGE,80.0,90.0,/m/0l14j_
918527,KyePdVuOHdk,210.0,220.0,/m/0l14j_
918651,KyupkKQ1Mo4,40.0,50.0,/m/0l14j_
919064,Kzjsd9rsACk,120.0,130.0,/m/0l14j_
920270,L184YxgSSLc,100.0,110.0,/m/0l14j_
920282,L195OXDeXRE,30.0,40.0,/m/0l14j_
920784,L2BuPlfUhwI,210.0,220.0,/m/0l14j_
921553,L3krOTfssrw,100.0,110.0,/m/0l14j_
921605,L3sxl6FL1hQ,130.0,140.0,/m/0l14j_
921728,L484g2fI75o,30.0,40.0,/m/0l14j_
922201,L54TtpDeuIM,180.0,190.0,/m/0l14j_
922598,L5wqIj_oJ1I,110.0,120.0,/m/0l14j_
922633,L6-DvIJMeec,70.0,80.0,/m/0l14j_
922728,L6D9nzvunpQ,30.0,40.0,/m/0l14j_
923739,L8OunnzXzfQ,70.0,80.0,/m/0l14j_
923800,L8YL_NcqTPk,280.0,290.0,/m/0l14j_
923996,L8yz03r1xkQ,20.0,30.0,/m/0l14j_
924134,L9FTWqSY8O8,30.0,40.0,/m/0l14j_
924146,L9HD6pHNQHc,30.0,40.0,/m/0l14j_
924385,L9o4fjCwbVE,30.0,40.0,/m/0l14j_
924683,LAP6zFqnx9U,10.0,20.0,/m/0l14j_
924817,LAfF3K-_WH4,260.0,270.0,/m/0l14j_
925282,LBeG7mzbwnY,330.0,340.0,/m/0l14j_
925396,LBtvMXQacYc,70.0,80.0,/m/0l14j_
925409,LBvp4xMEFKs,30.0,40.0,/m/0l14j_
925423,LBxbJBpTPxg,40.0,50.0,/m/0l14j_
925595,LCL2MlcCEAg,30.0,40.0,/m/0l14j_
925657,LCV66OZuD5A,130.0,140.0,/m/0l14j_
926263,LDkYQpKgeYg,120.0,130.0,/m/0l14j_
926851,LEqJhYzoRio,70.0,80.0,/m/0l14j_
927467,LG7f8LyVhMc,30.0,40.0,/m/0l14j_
927509,LGDk1Rp2pKE,30.0,40.0,/m/0l14j_
928133,LHXi5I8C3WY,30.0,40.0,/m/0l14j_
928200,LHffmONgAiU,170.0,180.0,/m/0l14j_
928285,LHoaw-BFa_Q,60.0,70.0,/m/0l14j_
928449,LI9JhIhDt7Y,60.0,70.0,/m/0l14j_
928677,LIeOSwCwIjk,20.0,30.0,/m/0l14j_
928815,LItpwrpcmoI,30.0,40.0,/m/0l14j_
929377,LK4sgA2r8OY,30.0,40.0,/m/0l14j_
929725,LKoyrvipYjo,200.0,210.0,/m/0l14j_
930276,LLuVh1PyQD4,0.0,10.0,/m/0l14j_
931102,LNeN-VZD8QI,90.0,100.0,/m/0l14j_
931143,LNjQTA5Wqo8,0.0,10.0,/m/0l14j_
931161,LNlzfLW2PFw,130.0,140.0,/m/0l14j_
931307,LO3cf2lSWVo,30.0,40.0,/m/0l14j_
931417,LOHogbPn2vs,30.0,40.0,/m/0l14j_
931890,LPISq0poTAI,30.0,40.0,/m/0l14j_
932470,LQVht4GLz_o,30.0,40.0,/m/0l14j_
932844,LRN7_BrHdZM,10.0,20.0,/m/0l14j_
933475,LSjPCQfQ53g,30.0,40.0,/m/0l14j_
934543,LUta84jfhDs,240.0,250.0,/m/0l14j_
934788,LVO6uYHaVH0,50.0,60.0,/m/0l14j_
934922,LVh4ISU02qw,270.0,280.0,/m/0l14j_
935060,LVyFZVh54k8,110.0,120.0,/m/0l14j_
935662,LXEr0nAYFrY,10.0,20.0,/m/0l14j_
936407,LYfh8qx-KzM,30.0,40.0,/m/0l14j_
937140,L_BFkELaHYo,50.0,60.0,/m/0l14j_
937956,LarJmFg-usY,30.0,40.0,/m/0l14j_
938251,LbQXX9BGZ3Q,30.0,40.0,/m/0l14j_
938463,Lbq3yedMzkk,30.0,40.0,/m/0l14j_
938687,LcJaFXU0SpI,440.0,450.0,/m/0l14j_
939358,Ldl-H263H-M,40.0,50.0,/m/0l14j_
939449,LdxDY-qZFpY,140.0,150.0,/m/0l14j_
939729,LeUQjfNH-wY,130.0,140.0,/m/0l14j_
940376,LfnzYb_yMVw,30.0,40.0,/m/0l14j_
940409,LfrcFBLhjoU,10.0,20.0,/m/0l14j_
940806,LghzlVweq6I,30.0,40.0,/m/0l14j_
941130,LhMo2fP-8gU,280.0,290.0,/m/0l14j_
941632,LiR6ONbymzw,40.0,50.0,/m/0l14j_
941775,LijmqlqLSs4,30.0,40.0,/m/0l14j_
942295,Ljrv2pTnx7w,70.0,80.0,/m/0l14j_
942636,LkbCpU3c0wU,110.0,120.0,/m/0l14j_
943209,LlqbMme3vT4,30.0,40.0,/m/0l14j_
943612,LmdwzGDNcIg,50.0,60.0,/m/0l14j_
943752,Lmx7yr7QJZE,30.0,40.0,/m/0l14j_
943788,Ln1B8eoh3L8,30.0,40.0,/m/0l14j_
944004,LnY8Vgp82xs,30.0,40.0,/m/0l14j_
944412,LoJ-nJ4y7aI,30.0,40.0,/m/0l14j_
944524,LoY6Mu6wduE,150.0,160.0,/m/0l14j_
944744,Lp-oY_meGS4,70.0,80.0,/m/0l14j_
944823,Lp8n2RxKeak,30.0,40.0,/m/0l14j_
945006,LpW-Y5YmArQ,10.0,20.0,/m/0l14j_
945212,LpuDg4k0aPg,30.0,40.0,/m/0l14j_
945242,Lpxf3h1898s,0.0,10.0,/m/0l14j_
945530,LqYc3_oFD38,160.0,170.0,/m/0l14j_
946256,Ls9wzKlUPuo,170.0,180.0,/m/0l14j_
946789,LtF0DCfGNG0,50.0,60.0,/m/0l14j_
947100,Ltsqg0nzVuw,160.0,170.0,/m/0l14j_
947470,LueCYJzbRyE,0.0,10.0,/m/0l14j_
947577,Lus7kidnqEo,30.0,40.0,/m/0l14j_
949112,LxyAkqSSThs,40.0,50.0,/m/0l14j_
949613,Lz0D24rmETg,170.0,180.0,/m/0l14j_
950315,M-OBiDlrgqY,30.0,40.0,/m/0l14j_
950979,M0mqjS1VDck,20.0,30.0,/m/0l14j_
951229,M1GTeBb04fI,30.0,40.0,/m/0l14j_
951349,M1WwumbnqjA,100.0,110.0,/m/0l14j_
951781,M2QldM79yiE,30.0,40.0,/m/0l14j_
951820,M2VI6aVRcQs,180.0,190.0,/m/0l14j_
951883,M2dIok0af-I,30.0,40.0,/m/0l14j_
952219,M3IBoiBtcSU,0.0,10.0,/m/0l14j_
952235,M3KPzbBJN5E,30.0,40.0,/m/0l14j_
953353,M5fhtMxe48A,180.0,190.0,/m/0l14j_
953468,M5tOkO_YCFk,30.0,40.0,/m/0l14j_
954155,M7GBQd-vubQ,60.0,70.0,/m/0l14j_
954324,M7cssXMboGQ,5.0,15.0,/m/0l14j_
954519,M86BhW1x1do,0.0,10.0,/m/0l14j_
955162,M9P-Qe5WxtA,310.0,320.0,/m/0l14j_
955309,M9iIx-skugE,30.0,40.0,/m/0l14j_
957035,MDDGIIwJSe4,30.0,40.0,/m/0l14j_
957042,MDE9HrqrYO8,340.0,350.0,/m/0l14j_
957174,MDWjIAiRxHY,0.0,10.0,/m/0l14j_
957768,MEmzwSop7vE,60.0,70.0,/m/0l14j_
958082,MFOEaJL-1fE,30.0,40.0,/m/0l14j_
958420,MG7Z1MNIfSI,30.0,40.0,/m/0l14j_
958823,MGyFFTV95PE,30.0,40.0,/m/0l14j_
959262,MHp_APbsZ2U,80.0,90.0,/m/0l14j_
959782,MIthkDh_1kA,10.0,20.0,/m/0l14j_
960799,ML2HD1z6OJc,30.0,40.0,/m/0l14j_
960964,MLLUt3oSeJA,30.0,40.0,/m/0l14j_
961631,MMhD1EPoouQ,80.0,90.0,/m/0l14j_
961739,MMucG31g4og,470.0,480.0,/m/0l14j_
961779,MMzui9B5kXg,30.0,40.0,/m/0l14j_
961971,MNORlsKReeM,270.0,280.0,/m/0l14j_
962388,MOFHEvfYnRc,190.0,200.0,/m/0l14j_
963100,MPiA6fk2g7A,30.0,40.0,/m/0l14j_
963108,MPjPZFRYZNM,0.0,10.0,/m/0l14j_
963492,MQa-urj2M0U,170.0,180.0,/m/0l14j_
963976,MRXogKPSZ60,30.0,40.0,/m/0l14j_
964068,MRjmRwgIUfM,150.0,160.0,/m/0l14j_
964472,MS_dkfOFYEk,0.0,10.0,/m/0l14j_
965701,MV8nz0CDmG8,560.0,570.0,/m/0l14j_
966056,MVsY_KaPHsA,330.0,340.0,/m/0l14j_
966160,MW45VBj-14E,30.0,40.0,/m/0l14j_
966605,MWyVUu7B1lE,40.0,50.0,/m/0l14j_
967465,MYel9_rtXtc,70.0,80.0,/m/0l14j_
968076,MZwqnUiyBYM,20.0,30.0,/m/0l14j_
968687,MaCiZB-1M9k,590.0,600.0,/m/0l14j_
968843,MaXOWfL7Un4,260.0,270.0,/m/0l14j_
971269,MfY1lFJs2S4,110.0,120.0,/m/0l14j_
971367,MfkYQ217WEY,30.0,40.0,/m/0l14j_
972125,MhIPIgi359Y,350.0,360.0,/m/0l14j_
972129,MhJLE-X8RzU,30.0,40.0,/m/0l14j_
972593,MiFzgijQ7QA,30.0,40.0,/m/0l14j_
972854,Mir0YPAJJEs,190.0,200.0,/m/0l14j_
974093,MlQt8FdZtBI,70.0,80.0,/m/0l14j_
975094,MnUQibZHoD4,30.0,40.0,/m/0l14j_
975178,MndKsvtvFpI,30.0,40.0,/m/0l14j_
975586,MoU8mw-s0bY,30.0,40.0,/m/0l14j_
975593,MoUy2qf_90c,90.0,100.0,/m/0l14j_
976214,Mpn8QlB-cZE,90.0,100.0,/m/0l14j_
976547,MqVYlLkfGlg,30.0,40.0,/m/0l14j_
977113,Mrd7YEv8O3U,50.0,60.0,/m/0l14j_
977167,MrkJeawAW-s,0.0,10.0,/m/0l14j_
977673,Mso2nl0nvEM,170.0,180.0,/m/0l14j_
977925,MtKqTmvuGXc,60.0,70.0,/m/0l14j_
978029,MtZM81KaGLo,10.0,20.0,/m/0l14j_
979840,MxU0HXIQAcQ,30.0,40.0,/m/0l14j_
980411,Mye6dgecXCw,0.0,10.0,/m/0l14j_
980964,MzlPl2TQrNQ,20.0,30.0,/m/0l14j_
981329,N-YD48f8lY0,140.0,150.0,/m/0l14j_
982188,N1IoHoJ8kTM,170.0,180.0,/m/0l14j_
983067,N3-yy_Cp7cA,40.0,50.0,/m/0l14j_
983255,N3T6BgYb-uA,60.0,70.0,/m/0l14j_
983418,N3ngdP94eJg,40.0,50.0,/m/0l14j_
984788,N6fzwdCw6SU,80.0,90.0,"/m/02bxd,/m/0l14j_"
985400,N7xk6flwesU,260.0,270.0,/m/0l14j_
985795,N8ld8xqoI-Y,30.0,40.0,/m/0l14j_
986030,N9EWPtN_Ttk,40.0,50.0,/m/0l14j_
986064,N9Iv_rEKrrg,230.0,240.0,/m/0l14j_
986377,NA-2pDw3Hq4,170.0,180.0,/m/0l14j_
986732,NAkjzzcXsbk,30.0,40.0,/m/0l14j_
986735,NAkyYkb4JbM,60.0,70.0,/m/0l14j_
987737,NCtdDHLbdl0,30.0,40.0,/m/0l14j_
987739,NCth8trYxQw,10.0,20.0,/m/0l14j_
987995,NDUpd4nwsjk,0.0,10.0,/m/0l14j_
989068,NFoNmLVRC1M,20.0,30.0,/m/0l14j_
989093,NFrZ01MJvBM,440.0,450.0,/m/0l14j_
989581,NGrkZu7HpZg,30.0,40.0,/m/0l14j_
990569,NIsriXrW5Y8,30.0,40.0,/m/0l14j_
990770,NJCyltCQ7kk,10.0,20.0,/m/0l14j_
991079,NJtB-MCwRfQ,30.0,40.0,/m/0l14j_
991359,NKUgxjLbgKo,190.0,200.0,/m/0l14j_
991378,NKX-Vc4HMLs,10.0,20.0,/m/0l14j_
992439,NMiDAKUINQ4,10.0,20.0,/m/0l14j_
992600,NN2hqXBw1-k,30.0,40.0,/m/0l14j_
993389,NOfQQ0EAefM,30.0,40.0,/m/0l14j_
993760,NPPA-Teb7Gc,30.0,40.0,/m/0l14j_
993915,NPivTcMacRE,30.0,40.0,/m/0l14j_
994918,NRrIzGHBVYQ,30.0,40.0,/m/0l14j_
995000,NS-AOs11IbA,0.0,10.0,/m/0l14j_
995133,NSHzH0FBsNs,330.0,340.0,/m/0l14j_
995264,NScgUzTgczM,40.0,50.0,/m/0l14j_
997232,NWU5JAvyR4s,30.0,40.0,/m/0l14j_
998334,NYp7Cbc1Nzc,30.0,40.0,/m/0l14j_
998388,NYx7GwbzUG4,0.0,10.0,/m/0l14j_
998450,NZ3aKvmU0aQ,30.0,40.0,/m/0l14j_
998782,NZgfIothuA0,30.0,40.0,/m/0l14j_
999385,N_tW3XoF_i8,30.0,40.0,/m/0l14j_
999803,Nao6j-n0nz8,30.0,40.0,/m/0l14j_
1000277,NbnLl8H6Ris,0.0,10.0,/m/0l14j_
1000364,NbyIDsh7t6o,30.0,40.0,/m/0l14j_
1000757,NcjSwCynMpo,90.0,100.0,/m/0l14j_
1000953,NdBBbUpelk4,30.0,40.0,/m/0l14j_
1002081,NfYyF0_x9AI,80.0,90.0,/m/0l14j_
1002195,Nfnb2vc8puU,30.0,40.0,/m/0l14j_
1002282,NfzkMXBiMrU,240.0,250.0,/m/0l14j_
1002929,NhK9_4VLWNI,200.0,210.0,/m/0l14j_
1003084,NhbbyUdRx2I,190.0,200.0,/m/0l14j_
1003343,NiA_TQPhaAk,40.0,50.0,/m/0l14j_
1003613,NimH4p6XUCA,30.0,40.0,/m/0l14j_
1003821,NjEEdWkIt5Q,180.0,190.0,/m/0l14j_
1003824,NjEPxYCuhoM,80.0,90.0,/m/0l14j_
1004255,NkB338p28F8,50.0,60.0,/m/0l14j_
1005641,Nmy2m16BHGg,430.0,440.0,/m/0l14j_
1006758,NpGZ4wO6hss,30.0,40.0,/m/0l14j_
1006976,NpiGmdzsJGg,30.0,40.0,/m/0l14j_
1007208,NqAzBBo_TcI,30.0,40.0,/m/0l14j_
1007253,NqGl79sxA10,20.0,30.0,/m/0l14j_
1007344,NqUhgykTr4A,50.0,60.0,/m/0l14j_
1007697,NrIT5GkCUUQ,100.0,110.0,/m/0l14j_
1007895,NrmK7Pg5oq0,20.0,30.0,/m/0l14j_
1007949,Nru6kPvd3OY,70.0,80.0,/m/0l14j_
1008146,NsLJZM6xc70,220.0,230.0,/m/0l14j_
1008378,NsoGGcWFA-8,160.0,170.0,/m/0l14j_
1009178,NuWUUFYYCcs,170.0,180.0,/m/0l14j_
1009390,NuuqUI9x5bQ,50.0,60.0,/m/0l14j_
1009447,Nv01Qx90Z4Y,40.0,50.0,/m/0l14j_
1009951,Nw4ihcnS7ks,40.0,50.0,/m/0l14j_
1009955,Nw5aV5P8fMg,90.0,100.0,/m/0l14j_
1010100,NwOI4UlMBBU,30.0,40.0,/m/0l14j_
1010449,Nx8OJBTukVk,70.0,80.0,/m/0l14j_
1010484,NxDXyOsN2xg,40.0,50.0,/m/0l14j_
1010727,NxljPvZmR9A,60.0,70.0,/m/0l14j_
1011397,Nz7yGQ2FEIU,60.0,70.0,/m/0l14j_
1011706,NzkagVI-lPs,100.0,110.0,/m/0l14j_
1011965,O-GZhxqmAWw,390.0,400.0,/m/0l14j_
1011966,O-GkXODukw4,30.0,40.0,/m/0l14j_
1012259,O-r1agaGuSg,590.0,600.0,/m/0l14j_
1012314,O-zjnF8dRQY,170.0,180.0,/m/0l14j_
1012381,O06A3MjQ_-4,0.0,10.0,/m/0l14j_
1013188,O1rgjwFZiWA,210.0,220.0,/m/0l14j_
1013988,O3UCw0dudag,60.0,70.0,/m/0l14j_
1014481,O4WcO7X_rcY,90.0,100.0,/m/0l14j_
1014670,O4tPheuNn8c,30.0,40.0,/m/0l14j_
1014820,O5CWX96tRwM,100.0,110.0,/m/0l14j_
1015042,O5erHJl0WyU,16.0,26.0,/m/0l14j_
1015149,O5rN64tx-X8,30.0,40.0,/m/0l14j_
1015333,O6DBpbibuyI,140.0,150.0,/m/0l14j_
1015845,O7DARqMdCcw,40.0,50.0,/m/0l14j_
1015994,O7YDk1lTAW0,30.0,40.0,/m/0l14j_
1016369,O8Me6Jriplo,50.0,60.0,/m/0l14j_
1017036,O9foNUhJzrU,210.0,220.0,/m/0l14j_
1018055,OBuUYeZrK4M,70.0,80.0,/m/0l14j_
1018142,OC4apqgLSrQ,190.0,200.0,/m/0l14j_
1018793,ODU3EguaDyE,40.0,50.0,/m/0l14j_
1019208,OEKRi06yKjs,130.0,140.0,/m/0l14j_
1019987,OFvkK9BRRtI,150.0,160.0,/m/0l14j_
1020367,OGikhvxVIZQ,0.0,10.0,/m/0l14j_
1020385,OGlEnYNO9eI,0.0,10.0,/m/0l14j_
1020900,OHo0sn-TdX0,60.0,70.0,/m/0l14j_
1020949,OHuMsfuM_Ow,30.0,40.0,/m/0l14j_
1021392,OIoeImPamMs,30.0,40.0,/m/0l14j_
1021886,OJtugZZsVzE,580.0,590.0,/m/0l14j_
1022009,OKAD_TGY960,30.0,40.0,/m/0l14j_
1022217,OKbIQqFdXhE,30.0,40.0,/m/0l14j_
1022827,OLtl-lVCQ68,30.0,40.0,/m/0l14j_
1023273,OMkNtdjTZLU,110.0,120.0,/m/0l14j_
1023443,ON8S9RvdVn8,160.0,170.0,/m/0l14j_
1024148,OOf6RJDUqrQ,30.0,40.0,/m/0l14j_
1024575,OP_iagRKs0s,0.0,10.0,/m/0l14j_
1025787,OS9Y5c68NdY,10.0,20.0,/m/0l14j_
1025892,OSNfH02ONJA,10.0,20.0,/m/0l14j_
1026717,OUBscFzY6oo,30.0,40.0,/m/0l14j_
1027466,OVkxmOGRzEk,230.0,240.0,/m/0l14j_
1027492,OVno3Qa5098,330.0,340.0,/m/0l14j_
1028066,OWy0Or3LSdo,30.0,40.0,/m/0l14j_
1028301,OXT-ofqMqYk,170.0,180.0,/m/0l14j_
1029171,OZICZTcrZP0,70.0,80.0,/m/0l14j_
1029198,OZLZ3txt82Q,50.0,60.0,/m/0l14j_
1029272,OZUduOf9cdI,30.0,40.0,/m/0l14j_
1029841,O_jILW6VU-I,28.0,38.0,/m/0l14j_
1029939,O_xPkPz1f_M,220.0,230.0,/m/0l14j_
1030007,Oa73_JSiE7c,30.0,40.0,/m/0l14j_
1030094,OaJcArQAl2U,30.0,40.0,/m/0l14j_
1030386,Oauvl5Rsg84,20.0,30.0,/m/0l14j_
1031112,OcTX6bqAtFg,0.0,10.0,/m/0l14j_
1031238,OciezwNoBYg,30.0,40.0,/m/0l14j_
1031948,Oe8wl-AcBcI,30.0,40.0,/m/0l14j_
1032790,OfvVZFpDLgY,30.0,40.0,/m/0l14j_
1033027,OgTtnKILvzw,30.0,40.0,/m/0l14j_
1033762,OhwZ7FoCAXU,30.0,40.0,/m/0l14j_
1034731,Ok0-JxfM9L0,30.0,40.0,/m/0l14j_
1035487,OlbWT7Xwa9k,30.0,40.0,/m/0l14j_
1035931,OmYfqZQCzlc,30.0,40.0,/m/0l14j_
1036009,OmjV8DDDYGM,120.0,130.0,/m/0l14j_
1036015,OmjwLfsfsOM,30.0,40.0,/m/0l14j_
1036527,Onr1buz9Jdo,30.0,40.0,/m/0l14j_
1036579,OnylN5TRnaQ,10.0,20.0,/m/0l14j_
1038407,OrqPCudUmhE,30.0,40.0,/m/0l14j_
1039436,Ou2qdN_Tsrg,30.0,40.0,/m/0l14j_
1039677,OuYAeXktDx0,30.0,40.0,/m/0l14j_
1040234,OvlLTFAb36s,30.0,40.0,/m/0l14j_
1040525,OwOcYWLFBCg,30.0,40.0,/m/0l14j_
1040559,OwSHtpAGIBw,90.0,100.0,/m/0l14j_
1041065,OxXyjn1lCho,0.0,10.0,/m/0l14j_
1041632,Oyou20sQYKA,30.0,40.0,/m/0l14j_
1042259,P-B8ooirjHE,160.0,170.0,/m/0l14j_
1042671,P00mMRJi7Iw,0.0,10.0,/m/0l14j_
1043121,P0wLwOznlNE,150.0,160.0,/m/0l14j_
1043232,P1Clm7bOcwM,80.0,90.0,/m/0l14j_
1043544,P1y4TpMLXBE,30.0,40.0,/m/0l14j_
1044316,P3e3EwBK-Jw,0.0,10.0,/m/0l14j_
1045849,P6mAXtrQVBI,10.0,20.0,/m/0l14j_
1046383,P7qjCDG1c2k,80.0,90.0,/m/0l14j_
1047115,P9KpnJ9vf9c,10.0,20.0,/m/0l14j_
1047205,P9Wgz7EmWys,120.0,130.0,/m/0l14j_
1047237,P9aONZcEhCE,30.0,40.0,/m/0l14j_
1047445,PA-7AFvefqc,30.0,40.0,/m/0l14j_
1047779,PAcxKnSnrTA,80.0,90.0,/m/0l14j_
1049100,PDSyvADn3A4,280.0,290.0,/m/0l14j_
1049410,PE9--J5H3l0,510.0,520.0,/m/0l14j_
1049888,PF4mC0xFK_A,30.0,40.0,/m/0l14j_
1049908,PF7dCCKTb_4,0.0,10.0,/m/0l14j_
1050350,PG3DqrjlA4s,30.0,40.0,/m/0l14j_
1051131,PHjLeoAbJUU,150.0,160.0,/m/0l14j_
1051210,PHu383ys-_M,30.0,40.0,/m/0l14j_
1051342,PIB3cARtRIU,210.0,220.0,/m/0l14j_
1051390,PIImHtFNS2s,30.0,40.0,/m/0l14j_
1052260,PKE2LGjBPaY,70.0,80.0,/m/0l14j_
1053823,PNQ8UQ2Pmbk,30.0,40.0,/m/0l14j_
1055592,PRB06EX14o0,510.0,520.0,/m/0l14j_
1056006,PSEUYHgKejY,30.0,40.0,/m/0l14j_
1056040,PSKYOYisvvM,30.0,40.0,/m/0l14j_
1056316,PSvNRsi1im0,30.0,40.0,/m/0l14j_
1056929,PUDEgmYtVnQ,50.0,60.0,/m/0l14j_
1057390,PV3lTxfQfLg,0.0,10.0,/m/0l14j_
1057407,PV53jJ0KcpQ,200.0,210.0,/m/0l14j_
1057627,PVWQbGT1XMM,60.0,70.0,/m/0l14j_
1057843,PVz7XgEGALI,30.0,40.0,/m/0l14j_
1058126,PWayOewBWj0,20.0,30.0,/m/0l14j_
1058140,PWdGOINzj2M,90.0,100.0,/m/0l14j_
1058181,PWiE5dwpW9s,30.0,40.0,/m/0l14j_
1058336,PX2_QP0lMXY,30.0,40.0,/m/0l14j_
1058489,PXJb6Lvjo7Q,20.0,30.0,/m/0l14j_
1058731,PXoE-TLvxc8,60.0,70.0,/m/0l14j_
1059197,PYo9tTDHesQ,30.0,40.0,/m/0l14j_
1059282,PZ-Nl5sRpKQ,30.0,40.0,/m/0l14j_
1059387,PZDlL0MMe1U,0.0,10.0,/m/0l14j_
1059506,PZW-5Vr9-oo,510.0,520.0,/m/0l14j_
1059533,PZZ2NAF5wxE,30.0,40.0,/m/0l14j_
1059967,P_Vy35SPYPY,100.0,110.0,/m/0l14j_
1060452,PaYTkYMWBYE,80.0,90.0,/m/0l14j_
1060701,Pb8Anz9xt1w,30.0,40.0,/m/0l14j_
1060766,PbIfUvf5hNo,40.0,50.0,/m/0l14j_
